"NTD ID","Agency","Reporter Type","Organization Type","City","State","Report Year","Agency VOMS","UACE Code","UZA Name","Primary UZA Area Sq Miles","Primary UZA Population","Service Area Sq Miles","Service Area Population","Actual Vehicle/Passenger Car Miles","Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Deadhead Miles","Scheduled Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Trains in Operation","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles Traveled","Directional Route Miles"
"80140","University of Wyoming","Rural Reporter","University","Laramie","WY","2024","15",,,"0",,,,,"361,496",,,,"41,288",,,,,,,,,,,"353,008",,"0",,
"80142","Ravalli County Council on Aging, dba: BitterRoot Bus","Rural Reporter","Private-Non-Profit Corporation","Hamilton","MT","2024","5",,,"0",,,,,"103,432",,,,"7,816",,,,,,,,,,,"12,522",,"0",,
"80144","Liberty Place, Inc., dba: Whitehall Public Transportation","Rural Reporter","Private-Non-Profit Corporation","Whitehall","MT","2024","9",,,"0",,,,,"68,473",,,,"1,575",,,,,,,,,,,"12,358",,"0",,
"80150","Gunnison Valley Rural Transportation Authority, dba: Gunnison Valley RTA","Rural Reporter","Independent Public Agency or Authority of Transit Service","Crested Butte","CO","2024","14",,,"0",,,,,"897,044",,,,"34,853",,,,,,,,,,,"405,327",,"0",,
"80151","Buffalo Senior Center Inc., dba: Buffalo Area Transit System","Rural Reporter","Private-Non-Profit Corporation","Buffalo","WY","2024","5",,,"0",,,,,"62,575",,,,"8,606",,,,,,,,,,,"14,711",,"0",,
"80152","Nutrition United, dba: Rolette County Transit","Rural Reporter","Private-Non-Profit Corporation","Rolla","ND","2024","5",,,"0",,,,,"206,517",,,,"6,962",,,,,,,,,,,"9,205",,"3,382",,
"80153","People's Transit","Rural Reporter","Private-Non-Profit Corporation","Huron","SD","2024","17",,,"0",,,,,"236,541",,,,"16,656",,,,,,,,,,,"73,696",,"0",,
"80154","City of Brandon, dba: Brandon City Transit, Inc","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Brandon","SD","2024","2",,,"0",,,,,"23,717",,,,"3,124",,,,,,,,,,,"10,801",,"1,182",,
"80155","Eagle County, dba: ECO Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Eagle","CO","2024","25",,,"0",,,,,"973,285",,,,"34,460",,,,,,,,,,,"1,027,297",,,,
"80159","Mountain Express","Rural Reporter","Independent Public Agency or Authority of Transit Service","Crested Butte","CO","2024","18",,,"0",,,,,"269,035",,,,"27,637",,,,,,,,,,,"665,410",,"0",,
"80160","Williston Council for the Aging , dba: Northwest Dakota Public Transit","Rural Reporter","Private-Non-Profit Corporation","Williston","ND","2024","11",,,"0",,,,,"118,405",,,,"10,105",,,,,,,,,,,"27,913",,"9,733",,
"80161","Summit County, dba: Summit Stage","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Breckenridge","CO","2024","31",,,"0",,,,,"1,608,148",,,,"85,842",,,,,,,,,,,"1,371,582",,"0",,
"80162","East Central Council of Local Governments, dba: Outback Express","Rural Reporter","MPO, COG or Other Planning Agency","Stratton","CO","2024","3",,,"0",,,,,"20,130",,,,"1,050",,,,,,,,,,,"1,356",,"0",,
"80163","Campbell County Senior Citizens Association Inc, dba: Campbell County Senior Center","Rural Reporter","Private-Non-Profit Corporation","Gillette","WY","2024","8",,,"0",,,,,"37,078",,,,"2,404",,,,,,,,,,,"22,782",,"0",,
"80164","Sanders County Council on Aging, dba: Sanders County Transportation","Rural Reporter","Private-Non-Profit Corporation","Hot Springs","MT","2024","10",,,"0",,,,,"123,905",,,,"7,241",,,,,,,,,,,"15,145",,"0",,
"80166","Urban Transportation District of Dawson County, dba: Dawson Urban Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Glendive","MT","2024","7",,,"0",,,,,"66,013",,,,"6,871",,,,,,,,,,,"16,267",,"0",,
"80167","Powder River County, dba: Powder River County Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Broadus","MT","2024","7",,,"0",,"414","749,350",,"127,505",,,,"4,112",,,,,,,,,,,"3,155",,"0",,
"80168","Dolores County, dba: Senior and Public Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dove Creek","CO","2024","7",,,"0",,,,,"65,014",,,,"2,414",,,,,,,,,,,"3,610",,"0",,
"80169","Toole County, dba: Northern Transit Interlocal","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Shelby","MT","2024","7",,,"0",,,,,"133,048",,,,"3,928",,,,,,,,,,,"21,008",,,,
"80170","Town of Breckenridge, dba: Free Ride","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Breckenridge","CO","2024","11",,,"0",,,,,"571,608",,,,"50,855",,,,,,,,,,,"1,208,760",,,,
"80171","Community Coordinated Transportation Systems, dba: River Cities Public Transit","Rural Reporter","Private-Non-Profit Corporation","Pierre","SD","2024","48",,,"0",,,,,"866,707",,,,"53,076",,,,,,,,,,,"237,888",,"58,278",,
"80172","Lincoln County Transportation Service, Inc., dba: Lincoln County Transportation Service","Rural Reporter","Private-Non-Profit Corporation","Libby","MT","2024","7",,,"0",,,,,"95,201",,,,"5,105",,,,,,,,,,,"6,502",,"0",,
"80173","Mineral County Pioneer Council, Inc., dba: Mineral County Transportation Services","Rural Reporter","Private-Non-Profit Corporation","Superior","MT","2024","4",,,"0",,,,,"17,687",,,,"649",,,,,,,,,,,"1,236",,"0",,
"80174","Silver Bow County, dba: Butte Silver Bow Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Butte","MT","2024","12",,,"0",,,,,"228,124",,,,"17,917",,,,,,,,,,,"191,748",,"0",,
"80179","City of Burlington, dba: Outback Express","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burlington","CO","2024","1",,,"0",,,,,"13,442",,,,"960",,,,,,,,,,,"10,161",,"0",,
"80181","Custer County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Miles City","MT","2024","5",,,"0",,,,,"95,202",,,,"8,354",,,,,,,,,,,"19,496",,"511",,
"80182","Rural Office of Community Services","Rural Reporter","Private-Non-Profit Corporation","Wagner","SD","2024","33",,,"0",,"25","34,000",,"779,783",,,,"43,569",,,,,,,,,,,"89,798",,"15,052",,
"80183","Valley County , dba: Valley County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Glasgow","MT","2024","5",,,"0",,,,,"123,822",,,,"17,134",,,,,,,,,,,"48,027",,"24,672",,
"80184","Lake County Council on Aging, dba: Lake Community Transit","Rural Reporter","Private-Non-Profit Corporation","Ronan","MT","2024","9",,,"0",,,,,"54,728",,,,"2,967",,,,,,,,,,,"2,259",,"0",,
"80185","Riverton Senior Center, dba: Riverton Public Transportation Service","Rural Reporter","Private-Non-Profit Corporation","Riverton","WY","2024","4",,,"0",,,,,"49,271",,,,"6,345",,,,,,,,,,,"15,183",,"0",,
"80186","City of Steamboat Springs, dba: Steamboat Springs Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Steamboat Springs","CO","2024","26",,,"0",,,,,"534,110",,,,"37,896",,,,,,,,,,,"1,167,813",,"0",,
"80187","Brookings Area Transit Authority","Rural Reporter","Private-Non-Profit Corporation","Brookings","SD","2024","25",,,"0",,,,,"467,265",,,,"34,586",,,,,,,,,,,"153,081",,"89,860",,
"80188","Southern Teton Area Rapid Transit, dba: START Bus","Rural Reporter","Independent Public Agency or Authority of Transit Service","Jackson","WY","2024","30",,,"0",,,,,"1,028,111",,,,"70,665",,,,,,,,,,,"1,056,721",,"0",,
"80189","Southern Colorado Community Action Agency, Inc., dba: Road Runner Transit / Ignacio Senior Center","Rural Reporter","Private-Non-Profit Corporation","Ignacio","CO","2024","7",,,"0",,,,,"314,676",,,,"10,693",,,,,,,,,,,"16,777",,"0",,
"80190","East Dakota Transit, Inc.","Rural Reporter","Private-Non-Profit Corporation","Madison","SD","2024","3",,,"0",,,,,"25,681",,,,"4,217",,,,,,,,,,,"13,421",,"4,757",,
"80193","Senior Citizens Council, dba: Goose Creek Transit","Rural Reporter","Private-Non-Profit Corporation","Sheridan","WY","2024","15",,,"0",,,,,"197,546",,,,"21,582",,,,,,,,,,,"56,390",,"0",,
"80196","Kenmare Wheels & Meals, dba: Kenmare Transit","Rural Reporter","Private-Non-Profit Corporation","Kenmare","ND","2024","2",,,"0",,,,,"13,765",,,,"1,774",,,,,,,,,,,"6,213",,"458",,
"80199","North Big Horn Senior Center, Inc., dba: North Big Horn Senior Center","Rural Reporter","Private-Non-Profit Corporation","Lovell","WY","2024","7",,,"0",,,,,"32,275",,,,"1,730",,,,,,,,,,,"12,028",,"0",,
"80200","Missoula Ravalli Transportation Management Association, dba: I Ride Vanpool","Rural Reporter","Private-Non-Profit Corporation","Missoula","MT","2024","24",,,"0",,,,,"273,578",,,,"6,555",,,,,,,,,,,"19,434",,,,
"80201","Montezuma County, dba: MoCo Public Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cortez","CO","2024","6",,,"0",,,,,"85,200",,,,"4,109",,,,,,,,,,,"8,140",,"1,978",,
"80204","Opportunity Link","Rural Reporter","Private-Non-Profit Corporation","Havre","MT","2024","7",,,"0",,"149","426,230",,"117,826",,,,"5,292",,,,,,,,,,,"31,363",,,,
"80205","Daniels Memorial Healthcare Foundation, dba: Daniels County Transportation","Rural Reporter","Private-Non-Profit Corporation","Scobey","MT","2024","3",,,"0",,,,,"10,605",,,,"576",,,,,,,,,,,"1,096",,"0",,
"80206","City of Durango, dba: Durango Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Durango","CO","2024","12",,,"0",,,,,"556,438",,,,"30,120",,,,,,,,,,,"458,061",,"0",,
"80209","Hot Springs County Senior Citizens Center, Inc.","Rural Reporter","Private-Non-Profit Corporation","Thermopolis","WY","2024","4",,,"0",,,,,"29,805",,,,"4,716",,,,,,,,,,,"11,378",,"0",,
"80211","Town of Limon","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Limon","CO","2024","1",,,"0",,,,,"7,962",,,,"1,123",,,,,,,,,,,"4,225",,"0",,
"80216","Converse County Aging Services, dba: Douglas Senior Center and Glenrock Senior Center","Rural Reporter","Private-Non-Profit Corporation","Douglas","WY","2024","5",,,"0",,,,,"61,288",,,,"4,329",,,,,,,,,,,"20,103",,"0",,
"80218","Sweetwater County Transit Authority, dba: STAR Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Rock Springs","WY","2024","6",,,"0",,,,,"100,693",,,,"6,239",,,,,,,,,,,"19,034",,"0",,
"80220","Flathead County , dba: Mountain Climber Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Kalispell","MT","2024","14",,,"0",,,,,"215,461",,,,"20,746",,,,,,,,,,,"60,628",,"0",,
"80221","Northeastern Colorado Association of Local Governments, dba: County Express / Prairie Express","Rural Reporter","MPO, COG or Other Planning Agency","Fort Morgan","CO","2024","60",,,"0",,,,,"604,104",,,,"31,765",,,,,,,,,,,"97,824",,"9,460",,
"80223","Lander Senior Citizens Center, Inc., dba: Lander Senior Center","Rural Reporter","Private-Non-Profit Corporation","Lander","WY","2024","4",,,"0",,,,,"46,013",,,,"6,927",,,,,,,,,,,"12,633",,"0",,
"80224","Phillips Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Malta","MT","2024","7",,,"0",,,,,"41,577",,,,"4,130",,,,,,,,,,,"20,934",,"0",,
"80225","City of La Junta, dba: La Junta Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","La Junta","CO","2024","4",,,"0",,,,,"30,211",,,,"3,580",,,,,,,,,,,"17,287",,"0",,
"80227","Huerfano/Las Animas Area Council of Governments, dba: South Central Council of Governments","Rural Reporter","MPO, COG or Other Planning Agency","Trinidad","CO","2024","7",,,"0",,,,,"166,809",,,,"7,734",,,,,,,,,,,"16,475",,"8,809",,
"80228","Kidder-Emmons County Senior Services , dba: Kidder County Transit","Rural Reporter","Private-Non-Profit Corporation","Steele","ND","2024","3",,,"0",,,,,"48,342",,,,"1,814",,,,,,,,,,,"4,098",,"13",,
"80233","Cavalier County Senior Meals & Services, dba: Cavalier County Transit","Rural Reporter","Private-Non-Profit Corporation","Langdon","ND","2024","3",,,"0",,,,,"18,940",,,,"2,349",,,,,,,,,,,"8,454",,"648",,
"80235","Human Resource Development Council District IX, Inc., dba: Galavan / Streamline","Reduced Reporter","Private-Non-Profit Corporation","Bozeman","MT","2024","21","09514","Bozeman, MT","21.39","59,080","13","57,494",,"381,700",,,,"29,932",,,,,,,,,,,"166,093",,"0",,
"80236","Fergus County Council on Aging, dba: Central Montana Shuttle","Rural Reporter","Private-Non-Profit Corporation","Lewistown","MT","2024","8",,,"0",,,,,"87,692",,,,"7,396",,,,,,,,,,,"20,331",,"0",,
"80237","Neighbor to Neighbor Volunteers, dba: Mountain Valley Transit","Rural Reporter","Private-Non-Profit Corporation","Salida","CO","2024","10",,,"0",,,,,"242,720",,,,"11,370",,,,,,,,,,,"21,118",,"1,689",,
"80238","West River Transit","Rural Reporter","Private-Non-Profit Corporation","Bismarck","ND","2024","22",,,"0",,,,,"195,357",,,,"10,477",,,,,,,,,,,"27,214",,"170",,
"80248","Cedar City","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cedar City","UT","2024","2",,,"0",,,,,"85,219",,,,"5,754",,,,,,,,,,,"16,549",,"331",,
"80249","Benson County Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Maddock","ND","2024","2",,,"0",,,,,"28,416",,,,"842",,,,,,,,,,,"613",,"522",,
"80252","Eppson Center for Seniors","Rural Reporter","Private-Non-Profit Corporation","Laramie","WY","2024","4",,,"0",,,,,"32,046",,,,"3,663",,,,,,,,,,,"8,874",,"0",,
"80253","West River Transit Authority, Inc., dba: Prairie Hills Transit","Rural Reporter","Private-Non-Profit Corporation","Spearfish","SD","2024","30",,,"0",,,,,"719,582",,,,"49,549",,,,,,,,,,,"132,421",,"45,839",,
"80254","Glen-wood, Inc. , dba: Quality Transit","Rural Reporter","Private-Non-Profit Corporation","Plentywood","MT","2024","8",,,"0",,"2,882","2,401,378",,"107,741",,,,"8,494",,,,,,,,,,,"30,281",,"0",,
"80255","Big Sky Transportation District, dba: Skyline","Rural Reporter","Independent Public Agency or Authority of Transit Service","Big Sky","MT","2024","11",,,"0",,,,,"588,278",,,,"31,085",,,,,,,,,,,"269,132",,"0",,
"80256","Town of Mountain Village, dba: Mountain Village Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Telluride","CO","2024","75",,,"0",,,,,"4,174,307",,,,"372,276",,,,,,,,,,,"3,179,406",,"0",,
"80257","Uinta Senior Citizens, Inc.","Rural Reporter","Private-Non-Profit Corporation","Evanston","WY","2024","4",,,"0",,,,,"21,803",,,,"2,812",,,,,,,,,,,"4,630",,"0",,
"80258","City of Glenwood Springs, dba: Ride Glenwood Springs","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Glenwood Springs","CO","2024","3",,,"0",,,,,"116,048",,,,"10,010",,,,,,,,,,,"266,588",,,,
"80259","Richland County , dba: Richland County Transportation Service","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sidney","MT","2024","9",,,"0",,,,,"66,759",,,,"5,608",,,,,,,,,,,"27,243",,"0",,
"80260","Uintah Basin Association of Governments","Rural Reporter","MPO, COG or Other Planning Agency","Roosevelt","UT","2024","7",,,"0",,,,,"267,512",,,,"11,859",,,,,,,,,,,"30,616",,"0",,
"80261","Can-Do Transportation, dba: Towner County Transportation","Rural Reporter","Private-Non-Profit Corporation","Cando","ND","2024","2",,,"0",,,,,"50,698",,,,"3,461",,,,,,,,,,,"3,924",,"320",,
"80262","City of Laurel, dba: Laurel Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Laurel","MT","2024","1",,,"0",,,,,"8,601",,,,"1,630",,,,,,,,,,,"2,662",,"0",,
"80263","Town of Snowmass Village, dba: Village Shuttle","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Snowmass Village","CO","2024","24",,,"0",,,,,"356,088",,,,"33,622",,,,,,,,,,,"488,671",,,,
"80264","Cody Council on Aging, Inc., dba: Cody Senior Center","Rural Reporter","Private-Non-Profit Corporation","Cody","WY","2024","6",,,"0",,,,,"23,248",,,,"3,891",,,,,,,,,,,"10,126",,"0",,
"80267","Senior Resource Development Agency, Pueblo, Inc.","Reduced Reporter","Private-Non-Profit Corporation","Pueblo","CO","2024","12","72613","Pueblo, CO","54.7","120,642","2,386","110,841",,"489,627",,,,"21,771",,,,,,,,,,,"32,613",,"3,335",,
"80268","Southwest Transportation Services, dba: Southwest Public Transit","Rural Reporter","Private-Non-Profit Corporation","Bowman","ND","2024","5",,,"0",,,,,"112,176",,,,"6,293",,,,,,,,,,,"10,101",,"2,521",,
"80269","West Yellowstone Foundation, Inc., dba: West Yellowstone Foundation","Rural Reporter","Private-Non-Profit Corporation","West Yellowstone","MT","2024","2",,,"0",,"452","178,000",,"24,629",,,,"939",,,,,,,,,,,"1,409",,"0",,
"80270","Golden Valley/Billings County Council On Aging","Rural Reporter","Private-Non-Profit Corporation","Beach","ND","2024","5",,,"0",,,,,"112,670",,,,"3,768",,,,,,,,,,,"3,068",,"54",,
"80271","Yankton Transit, Inc.","Rural Reporter","Private-Non-Profit Corporation","Yankton","SD","2024","11",,,"0",,,,,"174,591",,,,"14,470",,,,,,,,,,,"77,585",,"35,001",,
"80274","Canon City Golden Age Council, Inc, dba: Fremont County Transit","Rural Reporter","Private-Non-Profit Corporation","Canon City","CO","2024","9",,,"0",,,,,"86,373",,,,"6,006",,,,,,,,,,,"7,227",,"1,023",,
